Column1;Ã¯..ActiveScreener.Id;Time.of.Screening;Title;Authors;Question;List.of.Reviewers;Answers
7263;7361735;05/04/2021 17:32:24;Examination of pollution trends in Santiago de Chile with cluster analysis of PM10 and Ozone data;Gramsch, E., Cereceda-Balic, F., Oyola, P.  et al.;What is the evaluation method?;Sanchez, Luis;concentrations
7264;7361735;05/04/2021 17:32:24;Examination of pollution trends in Santiago de Chile with cluster analysis of PM10 and Ozone data;Gramsch, E., Cereceda-Balic, F., Oyola, P.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;O3 ozone - photochemical smog
7265;7361735;05/04/2021 17:32:24;Examination of pollution trends in Santiago de Chile with cluster analysis of PM10 and Ozone data;Gramsch, E., Cereceda-Balic, F., Oyola, P.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;PM - particulate matter
7266;7361735;05/04/2021 17:32:24;Examination of pollution trends in Santiago de Chile with cluster analysis of PM10 and Ozone data;Gramsch, E., Cereceda-Balic, F., Oyola, P.  et al.;TEMPORAL: What is the temporal scale of the study?;Sanchez, Luis;Season - Year
7267;7361735;05/04/2021 17:32:24;Examination of pollution trends in Santiago de Chile with cluster analysis of PM10 and Ozone data;Gramsch, E., Cereceda-Balic, F., Oyola, P.  et al.;SPATIAL 1:What is the spatial scale of the study?;Sanchez, Luis;Local (rural, suburban, urban)
7268;7361735;05/04/2021 17:32:24;Examination of pollution trends in Santiago de Chile with cluster analysis of PM10 and Ozone data;Gramsch, E., Cereceda-Balic, F., Oyola, P.  et al.;SPATIAL 2. National or International;Sanchez, Luis;Only national
7269;7361735;05/04/2021 17:32:24;Examination of pollution trends in Santiago de Chile with cluster analysis of PM10 and Ozone data;Gramsch, E., Cereceda-Balic, F., Oyola, P.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Sanchez, Luis;Central zone
7270;7361735;05/04/2021 17:32:24;Examination of pollution trends in Santiago de Chile with cluster analysis of PM10 and Ozone data;Gramsch, E., Cereceda-Balic, F., Oyola, P.  et al.;Emission  source in study;Sanchez, Luis;Industrial and commercial emissions 
7271;7361735;05/04/2021 17:32:24;Examination of pollution trends in Santiago de Chile with cluster analysis of PM10 and Ozone data;Gramsch, E., Cereceda-Balic, F., Oyola, P.  et al.;Emission  source in study;Sanchez, Luis;Traffic 
7272;7361735;05/04/2021 17:32:24;Examination of pollution trends in Santiago de Chile with cluster analysis of PM10 and Ozone data;Gramsch, E., Cereceda-Balic, F., Oyola, P.  et al.;Emission  source in study;Sanchez, Luis;Domestic heating / wood burning
7273;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;Include this reference?;Manzano, Carlos;Yes, include the reference
7274;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;DUDOSO;Manzano, Carlos;No, no tengo dudas en mis respuestas
7275;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;Academia (university, institute, others)
7276;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;Public sector (gob, ministerio)
7277;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;Strategies;Manzano, Carlos;Analysis of causes of air pollution: Emissions, dispersion conditions, atmospheric chemistry, deposition, 
7278;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;Study characteristics;Manzano, Carlos;Technological development
7279;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;Study characteristics;Manzano, Carlos;Ambient (eg outdoor)
7280;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;Potential effects or impact;Manzano, Carlos;Human health
7281;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;What is the evaluation method?;Manzano, Carlos;concentrations
7282;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;What is the contaminant or variable under study?;Manzano, Carlos;PM - particulate matter
7283;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;What is the contaminant or variable under study?;Manzano, Carlos;C  - TC/EC/OC/BC - Carbon compounds
7284;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;TEMPORAL: What is the temporal scale of the study?;Manzano, Carlos;Season - Year
7285;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;SPATIAL 1:What is the spatial scale of the study?;Manzano, Carlos;Local (rural, suburban, urban)
7286;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;SPATIAL 2. National or International;Manzano, Carlos;Only national
7287;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Manzano, Carlos;Central zone
7288;7361734;07/21/2021 16:47:00;Monitoring of the light absorption coefficient in Santiago de Chile and comparison with aerosol and elemental carbon mass;Gramsch, E., Catalan, L., Ormeno, I.  et al.;Emission  source in study;Manzano, Carlos;Traffic 
